Siglas	Votos	Diputados	Candidatura
censo	522101	413708	
participacion	8241		
abstencion	513860		
nulos	416925		
blancos	2454		
P.S.O.E.	230026	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	151340	2	PARTIDO POPULAR
I.U.	19859	0	IZQUIERDA UNIDA
UPyD	1958	0	UNION PROGRESO Y DEMOCRACIA
CA	4637	0	COALICION ANDALUCISTA
C's	201	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	413	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	647	0	LOS VERDES
PUM+J	200	0	POR UN MUNDO MAS JUSTO
P.S.D.	458	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	368	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	246	0	CIUDADANOS EN BLANCO
FE de las JONS	182	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	137	0	DEMOCRACIA NACIONAL
PFyV	107	0	FAMILIA Y VIDA
PH	124	0	PARTIDO HUMANISTA
AES	83	0	ALTERNATIVA ESPAÑOLA
E-2000	106	0	ESPAÑA 2000
SAIn	291	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
