Siglas	Votos	Diputados	Candidatura
censo	118780	95652	
participacion	785		
abstencion	117995		
nulos	96721		
blancos	292		
PSOE	35163	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	46908	2	PARTIDO POPULAR
IU	8826	0	IZQUIERDA UNIDA
CDS	2300	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	647	0	LOS VERDES
LE	308	0	LOS ECOLOGISTAS
ARM-ADE	311	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	34	0	PARTIDO DE LA LEY NATURAL
PH	37	0	PARTIDO HUMANISTA
FE-JONS	75	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	39	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
TC-PNC	104	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PRGU	267	0	PARTIDO REGIONALISTA DE GUADALAJARA
