Siglas	Votos	Diputados	Candidatura
censo	108470	154458	
participacion	3831		
abstencion	104639		
nulos	301		
blancos	78628		
PP	39993	2	PARTIDO POPULAR
PSOE	25426	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	6103	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	2656	0	UNIÓN PROGRESO Y DEMOCRACIA
PACMA	260	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	466	0	ESCAÑOS EN BLANCO
PUM+J	151	0	POR UN MUNDO MÁS JUSTO
UCE	93	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PIRATA	218	0	PARTIDO PIRATA
SXT	169	0	SOCIALISTAS POR TERUEL
