Siglas	Votos	Diputados	Candidatura
censo	609306	8	
participacion	431657		
abstencion	177649		
nulos	6926		
blancos	1635		
UCD	153457	4	UNION DE CENTRO DEMOCRATICO
PSOE	113600	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	34000	0	PARTIDO COMUNISTA DE ESPAÑA
CD	22969	0	COALICION DEMOCRATICA
UN	7843	0	PARTIDO UNION NACIONAL
PTE	19883	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	4022	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	2432	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	2780	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	2086	0	IZQUIERDA REPUBLICANA
PCARL	872	0	PARTIDO CARLISTA
OCEBR-UCE	756	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	1416	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
PAR	38042	1	PARTIDO ARAGONES REGIONALISTA
LCR	788	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	908	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PSAR - PSDA	17242	0	COALICION POR ARAGON
