Siglas	Votos	Diputados	Candidatura
censo	3723211	2824354	
participacion	29250		
abstencion	3693961		
nulos	2842551		
blancos	10709		
PSOE	1030053	12	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	480204	6	PARTIDO POPULAR
IU	240019	3	IZQUIERDA UNIDA
CIU	851105	10	CONVERGENCIA I UNIO
CDS	22446	0	CENTRO DEMOCRATICO Y SOCIAL
ERC	122530	1	ESQUERRA REPUBLICANA DE CATALUNYA
VERDES	30188	0	LOS VERDES
LE	9495	0	LOS ECOLOGISTAS
ARM-ADE	4958	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PST	6813	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PLN	1118	0	PARTIDO DE LA LEY NATURAL
PEC-VERDE	8179	0	PARTIT ECOLOGISTA DE CATALUNYA
PH	1181	0	PARTIDO HUMANISTA
POR	2557	0	PARTIDO OBRERO REVOLUCIONARIO
FE-JONS	1132	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	712	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
FE (A)	747	0	FALANGE ESPAÑOLA AUTENTICA
UDLA	594	0	UNION DE AUTONOMIAS
