Siglas	Votos	Diputados	Candidatura
censo	403933	340159	
participacion	3531		
abstencion	400402		
nulos	342874		
blancos	1306		
PP	164313	3	PARTIDO POPULAR
PSOE	142262	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	27904	0	IZQUIERDA UNIDA
UC	1011	0	UNION CENTRISTA
PRT	194	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PH	214	0	PARTIDO HUMANISTA
FEA	329	0	FALANGE ESPAÑOLA AUTENTICA
TC-PNC	309	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PRCM	642	0	PARTIDO REGIONALISTA DE CASTILLA-LA MANCHA
PRV	680	0	PARTIDO ROJI-VERDE
