Siglas	Votos	Diputados	Candidatura
censo	804461	9	
participacion	523019		
abstencion	281442		
nulos	9281		
blancos	2708		
PSOE	196359	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	180619	4	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	66689	1	UNION DE CENTRO DEMOCRATICO
PCE	9113	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	14146	0	CENTRO DEMOCRATICO Y SOCIAL
FN	1216	0	ASOCIACION POLITICA FUERZA NUEVA
PST	5912	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
B-PSG	16469	0	BLOQUE PSG
SE	1036	0	SOLIDARIDAD ESPAÑOLA
PCOE	1653	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	980	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	740	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
EG	8350	0	ESQUERDA GALEGA
AEGI	5512	0	AGRUPACION ELECTORAL GALLEGA INDEPENDIENTE
IDG	2236	0	INDEPENDIENTES Y EMIGRANTES DE GALICIA
