Siglas	Votos	Diputados	Candidatura
censo	417197	5	
participacion	312815		
abstencion	104382		
nulos	2093		
blancos	3330		
PP	98474	2	PARTIDO POPULAR
PSOE	66590	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	48328	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
IU-UPeC	9605	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PODEMOS-COM	74732	1	COMPROMÍS-PODEMOS-ÉS EL MOMENT
PACMA	2252	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1743	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	921	0	VOX
RECORTES CE	489	0	RECORTES CERO-GRUPO VERDE
PCPE	509	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CCD	2137	0	CIUDADANOS DE CENTRO DEMOCRÁTICO
SOMVAL	467	0	SOM VALENCIANS
ARAPV	413	0	ARA, PAÍS VALENCIÀ
DN	471	0	DEMOCRACIA NACIONAL
IFem	261	0	INICIATIVA FEMINISTA
