Siglas	Votos	Diputados	Candidatura
censo	665644	409534	
participacion	20257		
abstencion	645387		
nulos	411663		
blancos	3462		
PSOE	143118	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	162434	4	COALICION POPULAR
CDS	36292	1	CENTRO DEMOCRATICO Y SOCIAL
IU	4754	0	COALICION IZQUIERDA UNIDA
MUC	4296	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
CG	17321	0	COALICION GALEGA
PST	3492	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	582	0	PARTIT DELS COMUNISTES DE CATALUNYA
PSG-EG	21115	0	PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA
FE-JONS	864	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	881	0	UNIFICACION COMUNISTA DE ESPAÑA
VERDE	1420	0	VERTICE ESPAÑOL REIVINDICACION DESARROLL ECOLOGICO
UPR	523	0	UNIDAD  POPULAR REPUBLICANA
BNG	7864	0	BLOQUE NACIONALISTA GALEGO
