Siglas	Votos	Diputados	Candidatura
censo	444293	359053	
participacion	6029		
abstencion	438264		
nulos	364046		
blancos	1472		
PSOE	167807	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	171325	3	PARTIDO POPULAR
IU	12707	0	IZQUIERDA UNIDA
CENB	530	0	CIUDADANOS EN BLANCO
CDS	557	0	CENTRO DEMOCRATICO Y SOCIAL
PH	322	0	PARTIDO HUMANISTA
IR	163	0	IZQUIERDA REPUBLICANA
PFyV	725	0	PARTIDO FAMILIA Y VIDA
DN	159	0	DEMOCRACIA NACIONAL
PCPE	208	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	193	0	FALANGE ESPAÑOLA DE LAS JONS
FE	165	0	LA FALANGE
TC-PNC	284	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
POSI	152	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
MSR	88	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	134	0	PARTIDO DEMOCRATA ESPAÑOL
FA	114	0	FALANGE AUTENTICA
PMAR	273	0	PARTIDO DEL MUTUO APOYO ROMANTICO
