Siglas	Votos	Diputados	Candidatura
censo	482325	392507	
participacion	6063		
abstencion	476262		
nulos	395559		
blancos	1923		
P.S.O.E.	168649	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	201166	3	PARTIDO POPULAR
I.U.	11626	0	IZQUIERDA UNIDA
UPyD	3775	0	UNION PROGRESO Y DEMOCRACIA
C's	218	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
LV-GV	1004	0	LOS VERDES-GRUPO VERDE
PUM+J	217	0	POR UN MUNDO MAS JUSTO
LVE	763	0	LOS VERDES DE EUROPA
P.S.D.	336	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	215	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	241	0	CIUDADANOS EN BLANCO
FE de las JONS	227	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	162	0	DEMOCRACIA NACIONAL
PFyV	158	0	FAMILIA Y VIDA
PH	76	0	PARTIDO HUMANISTA
AES	127	0	ALTERNATIVA ESPAÑOLA
E-2000	44	0	ESPAÑA 2000
TC	250	0	TIERRA COMUNERA
F.A.	88	0	FALANGE AUTENTICA
A.u.N.	79	0	ALIANZA NACIONAL
C.D.Es.	110	0	CENTRO DEMOCRATICO ESPAÑOL
Centristas PCTR	41	0	PARTIDO CENTRISTAS
