Siglas	Votos	Diputados	Candidatura
censo	186097	4	
participacion	136419		
abstencion	49678		
nulos	1680		
blancos	646		
UCD	64735	3	UNION DE CENTRO DEMOCRATICO
PSOE	39245	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	4810	0	PARTIDO COMUNISTA DE ESPAÑA
CD	18686	0	COALICION DEMOCRATICA
UN	1569	0	PARTIDO UNION NACIONAL
PTE	1053	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	1546	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	982	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	462	0	IZQUIERDA REPUBLICANA
PCARL	583	0	PARTIDO CARLISTA
OCEBR-UCE	274	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PPROV	148	0	PARTIDO PROVERISTA
