Siglas	Votos	Diputados	Candidatura
censo	1007731	729984	
participacion	25678		
abstencion	982053		
nulos	742996		
blancos	5839		
PSOE	367758	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	269063	4	PARTIDO POPULAR
IU	47182	0	IZQUIERDA UNIDA
PA	32368	0	PARTIDO ANDALUCISTA
CENB	905	0	CIUDADANOS EN BLANCO
CDS	586	0	CENTRO DEMOCRATICO Y SOCIAL
PSA	2793	0	PARTIDO SOCIALISTA DE ANDALUCIA
PH	774	0	PARTIDO HUMANISTA
IR	670	0	IZQUIERDA REPUBLICANA
PFyV	510	0	PARTIDO FAMILIA Y VIDA
DN	319	0	DEMOCRACIA NACIONAL
FE de las JONS	340	0	FALANGE ESPAÑOLA DE LAS JONS
FE	270	0	LA FALANGE
MSR	196	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	460	0	PARTIDO DEMOCRATA ESPAÑOL
FA	220	0	FALANGE AUTENTICA
ESPAÑA 2000	227	0	ESPAÑA 2000
A	603	0	ASAMBLEA DE ANDALUCIA
PPCr	392	0	PARTIDO POSITIVISTA CRISTIANO
UN	318	0	UNION NACIONAL
