Siglas	Votos	Diputados	Candidatura
censo	983473	644859	
participacion	22556		
abstencion	960917		
nulos	654099		
blancos	5055		
PP	282229	5	PARTIDO POPULAR
PSOE-PROGR.	253630	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	52723	1	IZQUIERDA UNIDA
PA	33566	0	PARTIDO ANDALUCISTA
GIL	10570	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	441	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	780	0	PARTIDO HUMANISTA
PLN	482	0	PARTIDO DE LA LEY NATURAL
FE	479	0	LA FALANGE
PCPE	1292	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
ES2000	243	0	PLATAFORMA ESPAÑA 2000
PADE	300	0	PARTIDO DEMOCRATA ESPAÑOL
IA	1599	0	IZQUIERDA ANDALUZA
NA	721	0	NACION ANDALUZA
A	666	0	ASAMBLEA DE ANDALUCIA
UN	314	0	UNION NACIONAL
