Siglas	Votos	Diputados	Candidatura
censo	451021	7	
participacion	365308		
abstencion	85713		
nulos	3647		
blancos	405		
UCD	117482	3	UNION DE CENTRO DEMOCRATICO
PSOE	122361	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	59668	1	PARTIDO COMUNISTA DE ESPAÑA
AP	33616	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	13195	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	2984	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	4056	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	923	0	ALIANZA SOCIALISTA DEMOCRATICA
AN18	1718	0	ALIANZA NACIONAL 18 DE JULIO
RSE	1413	0	REFORMA SOCIAL ESPAÑOLA
FJONSA	693	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
FUT	1463	0	FRENTE UNIDAD DE LOS TRABAJADORES
INDEP	1684	0	CANDIDATURA INDEPENDIENTE
