Siglas	Votos	Diputados	Candidatura
censo	242148	4	
participacion	188715		
abstencion	53433		
nulos	2820		
blancos	369		
UCD	45191	1	UNION DE CENTRO DEMOCRATICO
PSOE	27809	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	22680	0	PARTIDO COMUNISTA DE ESPAÑA
AP	10067	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PDPC	45428	2	COALICION ELECT.PACTE DEMOCRATIC PER CATALUNYA
UDC-IDCC	17582	0	UNIO DEL CENTRE I LA DEM. CRISTIANA DE CATALUNYA
EC-FED	14118	0	COALICION ELECTORAL ESQUERRA DE CATALUÑA
AET	1295	0	AGRUPACION ELECTORAL DE TRABAJADORES
RSE	1356	0	REFORMA SOCIAL ESPAÑOLA
