Siglas	Votos	Diputados	Candidatura
censo	318957	210416	
participacion	907		
abstencion	318050		
nulos	211351		
blancos	314		
PSOE	123126	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	41173	1	PARTIDO POPULAR
IU	16278	0	IZQUIERDA UNIDA
CDS	9846	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	3223	0	AGRUPACION RUIZ-MATEOS
PA	10618	0	PARTIDO ANDALUCISTA
LV-LV	1096	0	LOS VERDES-LISTA VERDE
LVE	1157	0	LOS VERDES ECOLOGISTAS
PTE-UC	998	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1148	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	262	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	205	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	151	0	PARTIDO HUMANISTA
PED	98	0	UNIDAD CENTRISTA-P.E.D.
