Siglas	Votos	Diputados	Candidatura
censo	585873	341895	
participacion	376621		
abstencion	209252		
nulos	2344		
blancos	32721		
PP	32721	0	PARTIDO POPULAR
PSOE	87709	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	7877	0	VOX
SUMAR	40081	0	SUMAR
EH Bildu	117321	2	EUSKAL HERRIA BILDU
EAJ-PNV	85026	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
PACMA	1568	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	530	0	FRENTE OBRERO
RECORTES CERO	442	0	RECORTES CERO
PUM+J	149	0	POR UN MUNDO MÁS JUSTO
PCTE	259	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
ESCAÑOS EN BLANCO	933	0	ESCAÑOS EN BLANCO PARA DEJAR ESCAÑOS VACÍOS
