Siglas	Votos	Diputados	Candidatura
censo	452061	6	
participacion	314850		
abstencion	137211		
nulos	14519		
blancos	1134		
UCD	146927	4	UNION DE CENTRO DEMOCRATICO
PSOE	88232	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	14757	0	PARTIDO COMUNISTA DE ESPAÑA
CD	27554	0	COALICION DEMOCRATICA
UN	3165	0	PARTIDO UNION NACIONAL
PTE	1793	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	1070	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	1179	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
PCARL	1257	0	PARTIDO CARLISTA
PCT	1544	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	893	0	LIGA COMUNISTA REVOLUCIONARIA
SMIM	10022	0	SOCIALISTAS DE MALLORCA I MENORCA
ULE	804	0	UNION PARA LA LIBERTAD DE EXPRESION
