Siglas	Votos	Diputados	Candidatura
censo	224821	167736	
participacion	5606		
abstencion	219215		
nulos	170997		
blancos	1396		
PP	91810	3	PARTIDO POPULAR
PSOE-PROGR.	59171	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	6830	0	IZQUIERDA UNIDA
VERDES	1709	0	LOS VERDES
UC-CDS	131	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	79	0	PARTIDO HUMANISTA
PLN	79	0	PARTIDO DE LA LEY NATURAL
FE	104	0	LA FALANGE
ES2000	46	0	PLATAFORMA ESPAÑA 2000
PADE	139	0	PARTIDO DEMOCRATA ESPAÑOL
P.RIOJANO	6155	0	PARTIDO RIOJANO
PC	56	0	PARTIDO CARLISTA
MASH	121	0	MOVIMIENTO AL SOCIALISMO HUMANISTA
