Siglas	Votos	Diputados	Candidatura
censo	952283	766273	
participacion	17663		
abstencion	934620		
nulos	771912		
blancos	5631		
P.S.O.E.	251822	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	469380	7	PARTIDO POPULAR
I.U.	22512	0	IZQUIERDA UNIDA
UPyD	7172	0	UNION PROGRESO Y DEMOCRACIA
C's	432	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	1178	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	3496	0	LOS VERDES
PUM+J	666	0	POR UN MUNDO MAS JUSTO
P.S.D.	717	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	431	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	417	0	CIUDADANOS EN BLANCO
FE de las JONS	318	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	333	0	DEMOCRACIA NACIONAL
PFyV	292	0	FAMILIA Y VIDA
AES	175	0	ALTERNATIVA ESPAÑOLA
E-2000	116	0	ESPAÑA 2000
F.A.	176	0	FALANGE AUTENTICA
A.u.N.	132	0	ALIANZA NACIONAL
FRENTE	132	0	FRENTE ESPAÑOL
C.D.L.	767	0	CENTRO DEMOCRATICO LIBERAL
Centristas PCTR	124	0	PARTIDO CENTRISTAS
C.T.C.	76	0	COMUNION TRADICIONALISTA CARLISTA
