Siglas	Votos	Diputados	Candidatura
censo	138655	3	
participacion	114016		
abstencion	24639		
nulos	2384		
blancos	557		
PSOE	34142	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	37193	1	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	11218	0	UNION DE CENTRO DEMOCRATICO
PCE	1947	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	25000	1	CENTRO DEMOCRATICO Y SOCIAL
FN	414	0	ASOCIACION POLITICA FUERZA NUEVA
PST	581	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	127	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	300	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CUC	153	0	CANDIDATURA DE UNIDAD COMUNISTA
