Siglas	Votos	Diputados	Candidatura
censo	1383274	960798	
participacion	18308		
abstencion	1364966		
nulos	977512		
blancos	3906		
PP	339879	5	PARTIDO POPULAR
PSOE-PROGR.	476277	7	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	80455	1	IZQUIERDA UNIDA
PA	49342	0	PARTIDO ANDALUCISTA
GIL	871	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	364	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	607	0	PARTIDO HUMANISTA
PLN	489	0	PARTIDO DE LA LEY NATURAL
FE	939	0	LA FALANGE
PCPE	762	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
POSI	921	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
ES2000	283	0	PLATAFORMA ESPAÑA 2000
PADE	240	0	PARTIDO DEMOCRATA ESPAÑOL
IA	1431	0	IZQUIERDA ANDALUZA
FEI-FE 2000	238	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
NA	511	0	NACION ANDALUZA
AR	303	0	ACCION REPUBLICANA
A	368	0	ASAMBLEA DE ANDALUCIA
VDPA	493	0	VOZ DEL PUEBLO ANDALUZ
