Siglas	Votos	Diputados	Candidatura
censo	360302	4	
participacion	173598		
abstencion	186704		
nulos	1666		
blancos	2127		
PSOE	56934	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	67580	2	PARTIDO POPULAR
VOX	13285	0	VOX
Cs	6397	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-EU	13573	0	EN COMÚN-UNIDAS PODEMOS
BNG	10256	0	BLOQUE NACIONALISTA GALEGO
PACMA	1094	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	221	0	RECORTES CERO-GRUPO VERDE
PUM+J	307	0	POR UN MUNDO MÁS JUSTO
PCTE	158	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
