Siglas	Votos	Diputados	Candidatura
censo	319960	5	
participacion	194640		
abstencion	125320		
nulos	3057		
blancos	1196		
PSOE	53263	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	88462	3	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	34567	1	UNION DE CENTRO DEMOCRATICO
PCE	1391	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	3876	0	CENTRO DEMOCRATICO Y SOCIAL
PST	1026	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
B-PSG	5885	0	BLOQUE PSG
SE	500	0	SOLIDARIDAD ESPAÑOLA
UCE	256	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	213	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
EG	948	0	ESQUERDA GALEGA
