Siglas	Votos	Diputados	Candidatura
censo	254579	4	
participacion	169331		
abstencion	85248		
nulos	1078		
blancos	1691		
PP	34276	1	PARTIDO POPULAR
PSOE	26381	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	51827	1	UNIDOS PODEMOS
C's	8372	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EAJ-PNV	26703	1	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
PACMA	1657	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
EH Bildu	15858	0	EUSKAL HERRIA BILDU
RECORTES CERO-GRUPO VERDE	599	0	RECORTES CERO-GRUPO VERDE
UPyD	298	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	306	0	VOX
PCPE	211	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
Ln	74	0	LIBERTAD NAVARRA, LIBERTATE NAFARRA
