Siglas	Votos	Diputados	Candidatura
censo	394376	309615	
participacion	3967		
abstencion	390409		
nulos	312853		
blancos	1189		
P.S.O.E.	145225	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	148363	3	PARTIDO POPULAR
I.U.	8137	0	IZQUIERDA UNIDA
UPyD	2546	0	UNION PROGRESO Y DEMOCRACIA
C's	118	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	353	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
PUM+J	249	0	POR UN MUNDO MAS JUSTO
LVE	784	0	LOS VERDES DE EUROPA
P.S.D.	295	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	145	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	238	0	CIUDADANOS EN BLANCO
FE de las JONS	183	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	83	0	DEMOCRACIA NACIONAL
PFyV	56	0	FAMILIA Y VIDA
PH	54	0	PARTIDO HUMANISTA
AES	80	0	ALTERNATIVA ESPAÑOLA
E-2000	43	0	ESPAÑA 2000
TC	113	0	TIERRA COMUNERA
C.T.C.	19	0	COMUNION TRADICIONALISTA CARLISTA
Ud. Ca.	198	0	UNIDAD CASTELLANA
