Siglas	Votos	Diputados	Candidatura
censo	523627	317570	
participacion	2501		
abstencion	521126		
nulos	319129		
blancos	203		
PSOE	128360	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	56600	1	PARTIDO POPULAR
IU	17546	0	IZQUIERDA UNIDA
CDS	31776	1	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	3906	0	AGRUPACION RUIZ-MATEOS
LV-LV	3139	0	LOS VERDES-LISTA VERDE
LVE	2117	0	LOS VERDES ECOLOGISTAS
PTE-UC	844	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1990	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
AIC	58434	1	AGRUPACIONES INDEPENDIENTES DE CANARIAS
PCPE	521	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	376	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
ACN	8295	0	ASAMBLEA CANARIA NACIONALISTA
PH	336	0	PARTIDO HUMANISTA
