Siglas	Votos	Diputados	Candidatura
censo	526659	5	
participacion	371043		
abstencion	155616		
nulos	3361		
blancos	5937		
PSOE	141737	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	82055	1	PARTIDO POPULAR
VOX	71950	1	VOX
PODEMOS-IU	35962	0	UNIDAS PODEMOS
Cs	24816	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	2766	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	464	0	RECORTES CERO-GRUPO VERDE
PUM+J	419	0	POR UN MUNDO MÁS JUSTO
AxSÍ	856	0	ANDALUCÍA POR SÍ
PCTE	471	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
RISA	249	0	PARTIDO REPUBLICANO INDEPENDIENTE SOLIDARIO ANDALUZ
