Siglas	Votos	Diputados	Candidatura
censo	531661	348908	
participacion	3946		
abstencion	527715		
nulos	350582		
blancos	844		
PSOE	80336	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	28155	0	COALICION POPULAR
CDS	12487	0	CENTRO DEMOCRATICO Y SOCIAL
IU	2890	0	COALICION IZQUIERDA UNIDA
EAJ-PNV	99515	2	PARTIDO NACIONALISTA VASCO
HB	80032	2	HERRI BATASUNA
MUC	2578	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
EE	37237	1	EUSKADIKO EZKERRA
PST	1105	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	449	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	482	0	UNIDAD  POPULAR REPUBLICANA
POSI	299	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
