Siglas	Votos	Diputados	Candidatura
censo	723900	492451	
participacion	12257		
abstencion	711643		
nulos	498492		
blancos	4265		
PSOE	167926	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	208995	4	PARTIDO POPULAR
IU	9876	0	IZQUIERDA UNIDA
CC	89420	1	COALICION CANARIA
CDS	788	0	CENTRO DEMOCRATICO Y SOCIAL
PH	554	0	PARTIDO HUMANISTA
IR	337	0	IZQUIERDA REPUBLICANA
DN	307	0	DEMOCRACIA NACIONAL
PCPE	1044	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
LV-GV	6301	0	LOS VERDES-GRUPO VERDE
FE de las JONS	288	0	FALANGE ESPAÑOLA DE LAS JONS
FE	220	0	LA FALANGE
MSR	155	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	248	0	FALANGE AUTENTICA
APCa	1204	0	ALTERNATIVA POPULAR CANARIA
AxGC	957	0	ALTERNATIVA POR GRAN CANARIA
AMAGA	468	0	ALTERNATIVA MAGA NACIONALISTA
