Siglas	Votos	Diputados	Candidatura
censo	169200	3	
participacion	112305		
abstencion	56895		
nulos	1070		
blancos	1660		
PSOE	34628	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	32750	1	PARTIDO POPULAR
Cs	18729	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	9187	0	UNIDAS PODEMOS
VOX	12887	0	VOX
PACMA	585	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	147	0	RECORTES CERO-GRUPO VERDE
PUM+J	141	0	POR UN MUNDO MÁS JUSTO
PCTE	116	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PREPAL	405	0	PARTIDO REGIONALISTA DEL PAIS LEONES
