Siglas	Votos	Diputados	Candidatura
censo	295410	5	
participacion	249223		
abstencion	46187		
nulos	3705		
blancos	1004		
UCD	104145	3	UNION DE CENTRO DEMOCRATICO
PSOE	76308	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	15798	0	PARTIDO COMUNISTA DE ESPAÑA
AP	20521	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	6372	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	6792	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	2575	0	FRENTE DEMOCRATICO DE IZQUIERDAS
AET	1228	0	AGRUPACION ELECTORAL DE TRABAJADORES
AN18	4952	0	ALIANZA NACIONAL 18 DE JULIO
FJONSA	2813	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
FUT	964	0	FRENTE UNIDAD DE LOS TRABAJADORES
CUIR	1504	0	CANDIDATURA UNITARIA DE LA IZQUIERDA REGIONALISTA
ADC	542	0	AGRUPACION DE ELECTORES CARLISTAS
