Siglas	Votos	Diputados	Candidatura
censo	294121	231249	
participacion	9056		
abstencion	285065		
nulos	237291		
blancos	2882		
PSOE	91727	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	122415	2	PARTIDO POPULAR
IU	7703	0	IZQUIERDA UNIDA
CENB	963	0	CIUDADANOS EN BLANCO
CDS	422	0	CENTRO DEMOCRATICO Y SOCIAL
PH	179	0	PARTIDO HUMANISTA
IR	214	0	IZQUIERDA REPUBLICANA
PFyV	227	0	PARTIDO FAMILIA Y VIDA
DN	148	0	DEMOCRACIA NACIONAL
PCPE	155	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
LV-GV	1581	0	LOS VERDES-GRUPO VERDE
FE de las JONS	118	0	FALANGE ESPAÑOLA DE LAS JONS
FE	113	0	LA FALANGE
TC-PNC	3218	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	55	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	176	0	PARTIDO DEMOCRATA ESPAÑOL
FA	74	0	FALANGE AUTENTICA
PC	63	0	PARTIDO CARLISTA
