Siglas	Votos	Diputados	Candidatura
censo	107467	3	
participacion	74661		
abstencion	32806		
nulos	403		
blancos	531		
PSOE	18934	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	17520	1	PARTIDO POPULAR
VOX	9346	0	VOX
PODEMOS-IU	3982	0	UNIDAS PODEMOS
Cs	3732	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
¡TERUEL EXISTE!	19761	1	AGRUPACIÓN DE ELECTORES "TERUEL EXISTE"
PACMA	212	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	35	0	POR UN MUNDO MÁS JUSTO
PCPE	45	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCOE	96	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
PYLN	25	0	PUYALON
AUNACV	13	0	AUNA COMUNITAT VALENCIANA
UDT	26	0	UNIÓN DE TODOS
