Siglas	Votos	Diputados	Candidatura
censo	460056	7	
participacion	371485		
abstencion	88571		
nulos	6288		
blancos	1530		
PSOE	209144	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	85296	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	30647	0	UNION DE CENTRO DEMOCRATICO
PCE	15368	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	5288	0	CENTRO DEMOCRATICO Y SOCIAL
FN	895	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1310	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
SE	683	0	SOLIDARIDAD ESPAÑOLA
EU	14160	0	EXTREMADURA UNIDA
UCE	225	0	UNIFICACION COMUNISTA DE ESPAÑA
CUC	611	0	CANDIDATURA DE UNIDAD COMUNISTA
FE-JONS	40	0	FALANGE ESPAÑOLA DE LAS JONS
