Siglas	Votos	Diputados	Candidatura
censo	364127	6	
participacion	273694		
abstencion	90433		
nulos	3466		
blancos	1282		
UCD	137495	4	UNION DE CENTRO DEMOCRATICO
PSOE	64766	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	12460	0	PARTIDO COMUNISTA DE ESPAÑA
AP	33285	1	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	9212	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	4371	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	2712	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	4645	0	ALIANZA SOCIALISTA DEMOCRATICA
