Siglas	Votos	Diputados	Candidatura
censo	263845	192482	
participacion	1422		
abstencion	262423		
nulos	193767		
blancos	387		
PSOE	97838	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	61093	1	COALICION POPULAR
CDS	16750	0	CENTRO DEMOCRATICO Y SOCIAL
IU	8729	0	COALICION IZQUIERDA UNIDA
MUC	2031	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	1871	0	PARTIDO REFORMISTA DEMOCRATICO
PST	553	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
FE-JONS	723	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	343	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	261	0	UNIDAD  POPULAR REPUBLICANA
POSI	160	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
