Siglas	Votos	Diputados	Candidatura
censo	283161	5	
participacion	242186		
abstencion	40975		
nulos	4032		
blancos	750		
UCD	84115	2	UNION DE CENTRO DEMOCRATICO
PSOE	69976	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	14029	0	PARTIDO COMUNISTA DE ESPAÑA
AP	14596	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	6430	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	5515	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	1040	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	2600	0	ALIANZA SOCIALISTA DEMOCRATICA
FUT	1024	0	FRENTE UNIDAD DE LOS TRABAJADORES
PSPV	3727	0	PARTIDO SOCIALISTA DEL PAIS VALENCIA
INDEP	29834	1	CANDIDATURA INDEPENDIENTE DE CENTRO
FJONS	1389	0	FALANGE ESPAÑOLA DE LAS JONS
FN	877	0	ASOCIACION POLITICA FUERZA NUEVA
INDEP	2252	0	ELECTORS CARLINS DEL PAIS VALENCIA
