Siglas	Votos	Diputados	Candidatura
censo	1462208	15	
participacion	1219394		
abstencion	242814		
nulos	27549		
blancos	4552		
PSOE	635522	10	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	350281	5	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	52768	0	UNION DE CENTRO DEMOCRATICO
PCE	63026	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	28111	0	CENTRO DEMOCRATICO Y SOCIAL
FN	12431	0	ASOCIACION POLITICA FUERZA NUEVA
PST	7396	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
SE	1305	0	SOLIDARIDAD ESPAÑOLA
PCOE	3579	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	1284	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	1057	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
UPV	14513	0	UNITAT DEL POBLE VALENCIA
CUC	1468	0	CANDIDATURA DE UNIDAD COMUNISTA
EUPV	6109	0	ESQUERRA UNIDA DEL PAIS VALENCIA
MFE	916	0	MOVIMIENTO FALANGISTA DE ESPAÑA
ENV-URV	6738	0	ESQUERRA NACIONALISTA VALENCIANA
FE-I	789	0	FALANGE ESPAÑOLA INDEPENDIENTE
