Siglas	Votos	Diputados	Candidatura
censo	288285	5	
participacion	223070		
abstencion	65215		
nulos	3019		
blancos	563		
PSOE	139420	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	45755	1	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	17174	0	UNION DE CENTRO DEMOCRATICO
PCE	7976	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	3003	0	CENTRO DEMOCRATICO Y SOCIAL
FN	696	0	ASOCIACION POLITICA FUERZA NUEVA
PST	812	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PSA-PA	3752	0	PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
SE	259	0	SOLIDARIDAD ESPAÑOLA
UCE	266	0	UNIFICACION COMUNISTA DE ESPAÑA
CUC	238	0	CANDIDATURA DE UNIDAD COMUNISTA
MFE	137	0	MOVIMIENTO FALANGISTA DE ESPAÑA
