Siglas	Votos	Diputados	Candidatura
censo	304293	247286	
participacion	42241		
abstencion	262052		
nulos	249534		
blancos	16264		
P.S.O.E.	102693	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	110312	2	PARTIDO POPULAR
I.U.	2358	0	IZQUIERDA UNIDA
UPyD	1168	0	UNION PROGRESO Y DEMOCRACIA
B.N.G.	26743	0	BLOQUE NACIONALISTA GALEGO
C's	124	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PUM+J	266	0	POR UN MUNDO MAS JUSTO
LVE	551	0	LOS VERDES DE EUROPA
P.S.D.	383	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	188	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	154	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PFyV	178	0	FAMILIA Y VIDA
PH	123	0	PARTIDO HUMANISTA
AES	37	0	ALTERNATIVA ESPAÑOLA
A.u.N.	58	0	ALIANZA NACIONAL
ABLA	182	0	ALTERNATIVA EN BLANCO
