Siglas	Votos	Diputados	Candidatura
censo	3865051	2973090	
participacion	40204		
abstencion	3824847		
nulos	2993424		
blancos	13583		
PP	548323	6	PARTIDO POPULAR
PSOE	1203339	13	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	260881	2	IZQUIERDA UNIDA
CIU	818832	9	CONVERGENCIA I UNIO
ERC	114195	1	ESQUERRA REPUBLICANA DE CATALUNYA
LVE	6241	0	LOS VERDES EUROPEOS
UC	2221	0	UNION CENTRISTA
PRT	1936	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PH	1060	0	PARTIDO HUMANISTA
FEA	1296	0	FALANGE ESPAÑOLA AUTENTICA
PEC	3980	0	PARTIT ECOLOGISTA DE CATALUNYA
CR	655	0	COALICION REPUBLICANA
PICC	895	0	PLATAFORMA INDEPENDENT CIUTADANA DE CATALUNYA
N	495	0	ESTADO NACIONAL EUROPEO
