Siglas	Votos	Diputados	Candidatura
censo	300985	4	
participacion	218037		
abstencion	82948		
nulos	2049		
blancos	2250		
PP	82037	2	PARTIDO POPULAR
PSOE	44640	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	33558	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	36818	1	PODEMOS
IU-UPeC	10171	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	1431	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	2356	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	926	0	VOX
RECORTES CE	452	0	RECORTES CERO-GRUPO VERDE
PCPE	507	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
SAIn	501	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
IFem	341	0	INICIATIVA FEMINISTA
