Siglas	Votos	Diputados	Candidatura
censo	397470	6	
participacion	306217		
abstencion	91253		
nulos	8484		
blancos	1899		
PSOE	133206	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	94506	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	46170	1	UNION DE CENTRO DEMOCRATICO
PCE	5856	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	8052	0	CENTRO DEMOCRATICO Y SOCIAL
FN	1106	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1276	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	565	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	445	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CUC	616	0	CANDIDATURA DE UNIDAD COMUNISTA
MFE	295	0	MOVIMIENTO FALANGISTA DE ESPAÑA
LC (COSI)	313	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
PREPAL	1912	0	PARTIDO REGIONALISTA DEL PAIS LEONES
LCR-MC	62	0	COALICION ELECTORAL IZQUIERDA COMUNISTA
PDB	1454	0	PARTIDO DE EL BIERZO
