Siglas	Votos	Diputados	Candidatura
censo	470380	662170	
participacion	17831		
abstencion	452549		
nulos	893		
blancos	335547		
PP	126516	2	PARTIDO POPULAR
PSOE	72892	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	18251	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	6829	0	UNIÓN PROGRESO Y DEMOCRACIA
AMAIUR	49208	1	AMAIUR
EQUO	3656	0	EQUO
GBAI	42415	1	GEROA BAI
PUM+J	1393	0	POR UN MUNDO MÁS JUSTO
UCE	353	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
SAIn	1061	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
PIRATA	1804	0	PARTIDO PIRATA
