Siglas	Votos	Diputados	Candidatura
censo	830368	7	
participacion	483294		
abstencion	347074		
nulos	3151		
blancos	5365		
PP	138203	2	PARTIDO POPULAR
PSOE	102892	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	50257	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	94936	1	PODEMOS
IU-UPeC	15716	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	6537	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	2117	0	UNIÓN PROGRESO Y DEMOCRACIA
CCa-PNC	60129	1	COALICIÓN CANARIA - PARTIDO NACIONALISTA CANARIO
VOX	772	0	VOX
RECORTES CE	1182	0	RECORTES CERO-GRUPO VERDE
PCPE	759	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CANARIAS DE	1278	0	CANARIAS DECIDE: LOS VERDES, UNIDAD DEL PUEBLO Y A
