Siglas	Votos	Diputados	Candidatura
censo	287784	429332	
participacion	24217		
abstencion	263567		
nulos	1197		
blancos	216374		
PP	128887	3	PARTIDO POPULAR
PSOE	56331	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	9256	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	13276	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	1648	0	EQUO
PACMA	584	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	686	0	ESCAÑOS EN BLANCO
UCE	161	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PREPAL	408	0	PARTIDO REGIONALISTA DEL PAIS LEONES
H.D.	206	0	HIGIENE DEMOCRATICA
