Siglas	Votos	Diputados	Candidatura
censo	3604807	2442757	
participacion	13141		
abstencion	3591666		
nulos	2456966		
blancos	5439		
PSOE	903546	14	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	257021	3	PARTIDO POPULAR
IU	200050	3	IZQUIERDA UNIDA
CDS	110681	1	CENTRO DEMOCRATICO Y SOCIAL
CIU	741682	11	CONVERGENCIA I UNIO
RUIZ-MATEOS	29187	0	AGRUPACION RUIZ-MATEOS
LV-LV	18089	0	LOS VERDES-LISTA VERDE
LVE	19573	0	LOS VERDES ECOLOGISTAS
PTE-UC	10782	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
ERC	60642	0	ESQUERRA REPUBLICANA DE CATALUNYA
PST	9270	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	27746	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
AV-MEC	18518	0	ALTERNATIVA VERDA-MOVIMENT ECOLOG. DE CATALUNYA
FE-JONS	2087	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
VERDE	8110	0	VERTICE ESPAÑOL REIVINDICAC. DESARROLLO ECOLOGICO
CSD	4996	0	COALICION SOCIALDEMOCRATA
PH	2223	0	PARTIDO HUMANISTA
AR	1127	0	ALIANZA POR LA REPUBLICA
PORE	2276	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PED	1200	0	UNIDAD CENTRISTA-P.E.D.
ENV-URV	596	0	ESQUERRA NACIONALISTA VALENCIANA - URV
