Siglas	Votos	Diputados	Candidatura
censo	534827	353952	
participacion	2214		
abstencion	532613		
nulos	356174		
blancos	911		
PSOE	70183	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	24638	0	PARTIDO POPULAR
IU	6935	0	IZQUIERDA UNIDA
CDS	7941	0	CENTRO DEMOCRATICO Y SOCIAL
EAJ-PNV	57290	1	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
RUIZ-MATEOS	1245	0	AGRUPACION RUIZ-MATEOS
HB	78138	2	HERRI BATASUNA
EA	63569	1	EUSKO ALKARTASUNA
LVE	2278	0	LOS VERDES ECOLOGISTAS
EE	36857	1	EUSKADIKO EZKERRA
PTE-UC	1192	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	700	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	315	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	257	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	241	0	PARTIDO HUMANISTA
AR	146	0	ALIANZA POR LA REPUBLICA
PORE	217	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
