Siglas	Votos	Diputados	Candidatura
censo	135721	101892	
participacion	1802		
abstencion	133919		
nulos	103784		
blancos	458		
PP	55895	2	PARTIDO POPULAR
PSOE-PROGR.	37060	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	6000	0	IZQUIERDA UNIDA
GIL	645	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	119	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	128	0	PARTIDO HUMANISTA
TC-PNC	244	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	187	0	PARTIDO DE LA LEY NATURAL
FE	114	0	LA FALANGE
ES2000	31	0	PLATAFORMA ESPAÑA 2000
PADE	41	0	PARTIDO DEMOCRATA ESPAÑOL
PC	14	0	PARTIDO CARLISTA
PRGU	400	0	PARTIDO REGIONALISTA DE GUADALAJARA
