Siglas	Votos	Diputados	Candidatura
censo	464993	7	
participacion	332326		
abstencion	132667		
nulos	3251		
blancos	357		
UCD	111209	3	UNION DE CENTRO DEMOCRATICO
PSOE	137861	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	42466	1	PARTIDO COMUNISTA DE ESPAÑA
CD	11752	0	COALICION DEMOCRATICA
UN	9294	0	PARTIDO UNION NACIONAL
PSA-PA	11335	0	PARTIDO ANDALUCISTA
PTE	1388	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	1088	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	398	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	528	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	422	0	IZQUIERDA REPUBLICANA
OCEBR-UCE	398	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	579	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
