Siglas	Votos	Diputados	Candidatura
censo	577108	402936	
participacion	5859		
abstencion	571249		
nulos	404533		
blancos	1421		
PSOE	212031	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	105156	2	COALICION POPULAR
CDS	27398	0	CENTRO DEMOCRATICO Y SOCIAL
IU	28198	0	COALICION IZQUIERDA UNIDA
MUC	9890	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	3103	0	PARTIDO REFORMISTA DEMOCRATICO
PA	5165	0	PARTIDO ANDALUCISTA
PST	865	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	267	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	848	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	619	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	432	0	UNIDAD  POPULAR REPUBLICANA
PSPA	4303	0	PARTIDO SOCIALISTA DEL PUEBLO ANDALUZ
CUN	366	0	COALICION DE UNIDAD NACIONAL
