Siglas	Votos	Diputados	Candidatura
censo	421198	291454	
participacion	7882		
abstencion	413316		
nulos	293856		
blancos	1331		
PSOE	130432	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	98802	2	COALICION POPULAR
CDS	35709	0	CENTRO DEMOCRATICO Y SOCIAL
IU	7510	0	COALICION IZQUIERDA UNIDA
MUC	2373	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	3417	0	PARTIDO REFORMISTA DEMOCRATICO
PST	1441	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	357	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	753	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	1083	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	596	0	UNIDAD  POPULAR REPUBLICANA
CUN	378	0	COALICION DE UNIDAD NACIONAL
CL	1922	0	COALICION CONVERGENCIA LEONESISTA
PREPAL	1371	0	PARTIDO REGIONALISTA DEL PAIS LEONES
