Siglas	Votos	Diputados	Candidatura
censo	4207560	3053582	
participacion	109586		
abstencion	4097974		
nulos	3111662		
blancos	21948		
PP	1625831	19	PARTIDO POPULAR
PSOE-PROGR.	1023212	12	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	282180	3	IZQUIERDA UNIDA
GIL	32432	0	GRUPO INDEPENDIENTE LIBERAL
VERDES	24372	0	LOS VERDES
UC-CDS	3557	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
LV-CM	21087	0	LOS VERDES-COMUNIDAD DE MADRID
PH	2050	0	PARTIDO HUMANISTA
TC-PNC	1264	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	1263	0	PARTIDO DE LA LEY NATURAL
FE	1955	0	LA FALANGE
PCPE	2836	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
POSI	1757	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
ES2000	773	0	PLATAFORMA ESPAÑA 2000
PADE	1306	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	1469	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
AR	1089	0	ACCION REPUBLICANA
EL-PAPI	2336	0	PARTIDO DE AUTONOMOS, PENSIONISTAS E INDEPENDIENT.
PC	384	0	PARTIDO CARLISTA
LI (LIT-CI)	306	0	LUCHA INTERNACIONALISTA
PAVIEL	1690	0	PARTIDO DE ASOCIACION DE VIUDAS Y ESPOSAS LEGALES
PAE	1194	0	PARTIDO DE LOS AUTONOMOS ESPAÑOLES PENSIONISTAS
PRIM	1363	0	PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO
CSD-L	650	0	COALICION SOCIAL DEMOCRATA Y LIBERAL
PF	609	0	PROGRESISTAS FEDERALES
UNIB	388	0	UNION IBERICA
