Siglas	Votos	Diputados	Candidatura
censo	731499	9	
participacion	461870		
abstencion	269629		
nulos	10986		
blancos	2458		
UCD	221996	6	UNION DE CENTRO DEMOCRATICO
PSOE	78598	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	16777	0	PARTIDO COMUNISTA DE ESPAÑA
AP	50256	1	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	23978	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	12674	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	2705	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	4728	0	ALIANZA SOCIALISTA DEMOCRATICA
AET	1833	0	AGRUPACION ELECTORAL DE TRABAJADORES
AN18	2116	0	ALIANZA NACIONAL 18 DE JULIO
RSE	2000	0	REFORMA SOCIAL ESPAÑOLA
FJONSA	1144	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
FUT	1738	0	FRENTE UNIDAD DE LOS TRABAJADORES
PSG	16660	0	PARTIDO SOCIALISTA GALEGO
BNPG	8027	0	BLOQUE NACIONAL POPULAR GALLEGO
PDG	3196	0	PARTIDO DEMOCRATA GALLEGO
