Siglas	Votos	Diputados	Candidatura
censo	711568	508962	
participacion	11101		
abstencion	700467		
nulos	516093		
blancos	2640		
PP	244403	4	PARTIDO POPULAR
PSOE-PROGR.	149672	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	19059	0	IZQUIERDA UNIDA
CHA	65599	1	CHUNTA ARAGONESISTA
PAR	22382	0	PARTIDO ARAGONES
UC-CDS	194	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
LV-GV	2638	0	LOS VERDES-GRUPO VERDE
PH	226	0	PARTIDO HUMANISTA
PLN	161	0	PARTIDO DE LA LEY NATURAL
FE	293	0	LA FALANGE
ES2000	173	0	PLATAFORMA ESPAÑA 2000
PADE	93	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	192	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
EC	81	0	ESTAT CATALA
INAR	855	0	INICIATIVA ARAGONESA
