Siglas	Votos	Diputados	Candidatura
censo	964606	639950	
participacion	16965		
abstencion	947641		
nulos	657525		
blancos	3725		
PP	177272	3	PARTIDO POPULAR
PSOE-PROGR.	148670	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	37677	0	IZQUIERDA UNIDA
EAJ-PNV	222479	4	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EA	33047	0	EUSKO ALKARTASUNA
VERDES	5469	0	LOS VERDES
UC-CDS	348	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	1579	0	PARTIDO HUMANISTA
PLN	1025	0	PARTIDO DE LA LEY NATURAL
FE	243	0	LA FALANGE
PCPE	534	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
POSI	662	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
ES2000	246	0	PLATAFORMA ESPAÑA 2000
FEI-FE 2000	179	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
AR	281	0	ACCION REPUBLICANA
PKD	2759	0	PARTIDO DEL KARMA DEMOCRATICO
PC	182	0	PARTIDO CARLISTA
LI (LIT-CI)	151	0	LUCHA INTERNACIONALISTA
