Siglas	Votos	Diputados	Candidatura
censo	242204	166649	
participacion	2273		
abstencion	239931		
nulos	171808		
blancos	530		
PP	66267	2	PARTIDO POPULAR
PSOE-PROGR.	41182	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	9509	0	IZQUIERDA UNIDA
EAJ-PNV	35155	1	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EA	7985	0	EUSKO ALKARTASUNA
VERDES	1880	0	LOS VERDES
UC-CDS	206	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	624	0	PARTIDO HUMANISTA
PLN	705	0	PARTIDO DE LA LEY NATURAL
FE	89	0	LA FALANGE
POSI	372	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
ES2000	116	0	PLATAFORMA ESPAÑA 2000
AR	170	0	ACCION REPUBLICANA
LI (LIT-CI)	65	0	LUCHA INTERNACIONALISTA
