Siglas	Votos	Diputados	Candidatura
censo	400615	294862	
participacion	4142		
abstencion	396473		
nulos	297228		
blancos	889		
PSOE	129041	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	99149	2	COALICION POPULAR
CDS	37710	0	CENTRO DEMOCRATICO Y SOCIAL
IU	8997	0	COALICION IZQUIERDA UNIDA
MUC	3664	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	3866	0	PARTIDO REFORMISTA DEMOCRATICO
PST	1713	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	331	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	1503	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	948	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	988	0	UNIDAD  POPULAR REPUBLICANA
POSI	783	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
