Siglas	Votos	Diputados	Candidatura
censo	866185	10	
participacion	565885		
abstencion	300300		
nulos	12478		
blancos	1127		
UCD	88431	2	UNION DE CENTRO DEMOCRATICO
PSOE	105481	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	31942	0	PARTIDO COMUNISTA DE ESPAÑA
UN	7521	0	PARTIDO UNION NACIONAL
PNV	161480	4	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
HB	80280	2	HERRI BATASUNA
PSOE-H	4131	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	2932	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
EE	32363	0	EUSKADIKO EZKERRA
MC-OIC	7292	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	1229	0	IZQUIERDA REPUBLICANA
PCARL	1380	0	PARTIDO CARLISTA
LCR	3039	0	LIGA COMUNISTA REVOLUCIONARIA
UFV	23484	0	UNION FORAL PAIS VASCO
FJONSA	795	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PPROV	500	0	PARTIDO PROVERISTA
