Siglas	Votos	Diputados	Candidatura
censo	502530	5	
participacion	338720		
abstencion	163810		
nulos	3468		
blancos	3385		
PP	106976	2	PARTIDO POPULAR
PSOE	58173	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	94972	2	UNIDOS PODEMOS
C's	20505	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	2757	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
EH Bildu	31374	0	EUSKAL HERRIA BILDU
RECORTES CERO-GRUPO VERDE	1089	0	RECORTES CERO-GRUPO VERDE
UPyD	591	0	UNIÓN PROGRESO Y DEMOCRACIA
GBAI	14343	0	GEROA BAI
SAIn	539	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
Ln	548	0	LIBERTAD NAVARRA, LIBERTATE NAFARRA
