Siglas	Votos	Diputados	Candidatura
censo	406481	277195	
participacion	2237		
abstencion	404244		
nulos	280150		
blancos	820		
PSOE	86677	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	92216	3	PARTIDO POPULAR
IU	15979	0	IZQUIERDA UNIDA
CDS	19538	0	CENTRO DEMOCRATICO Y SOCIAL
EAJ-PNV	2562	0	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
RUIZ-MATEOS	1867	0	AGRUPACION RUIZ-MATEOS
HB	30632	0	HERRI BATASUNA
EA	13342	0	EUSKO ALKARTASUNA
EE	7949	0	EUSKADIKO EZKERRA
PTE-UC	510	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1105	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	333	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	211	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
CSD	1541	0	COALICION SOCIALDEMOCRATA
AR	275	0	ALIANZA POR LA REPUBLICA
PORE	240	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
