Siglas	Votos	Diputados	Candidatura
censo	1087856	8	
participacion	686409		
abstencion	401447		
nulos	7901		
blancos	9067		
PSOE	212665	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	172799	3	PARTIDO POPULAR
Cs	81677	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
VOX	38187	0	VOX
PODEMOS-EU-MAREAS EN COMÚN-EQUO	100019	1	EN COMÚN-UNIDAS PODEMOS
PACMA	7176	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
BNG	45095	0	BLOQUE NACIONALISTA GALEGO
RECORTES CERO-GV	1331	0	RECORTES CERO-GRUPO VERDE
EN MAREA	6806	0	EN MAREA
PCTE	600	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PCOE	1814	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
CxG	1272	0	COMPROMISO POR GALICIA
